Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
2612,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,17.872632788702,1864332.75
2613,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,29.6203866812903,1178162.375
2614,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,10.2816570807583,1126310.625
2615,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,2.25122955440194,53857.47265625
2617,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,43.2704285718877,1776642.75
2618,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,MeOH,46.6820745667589,10134070.0
2619,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,51.2487615301835,2122736.5
2620,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,24.5134022603973,5007895.5
2621,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,48.5113721138405,1773099.375
2622,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,42.4344069858118,6736304.5
2623,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,17.8666157191774,750654.0
2624,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,0.0,1018207.0625
2625,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,16.1852471350164,469245.34375
2626,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,12.4359122318423,507198.03125
2627,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,1.4839714725258,49970.6640625
2629,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,42.5514158959722,1491422.875
2630,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeOH,66.7804425409009,14660551.0
2631,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,63.1709054253688,2446182.5
2632,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,57.3047545816069,13253136.0
2633,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,60.9014648889427,2346049.25
2634,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,65.2874072865544,8498962.0
2635,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,50.118640234579,1890164.375
2636,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,27.7884154513842,3734685.5
2637,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,43.980945389189,1799865.25
2638,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,9.76601449382814,813875.5625
2639,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,1.79404991984808,79250.1875
2641,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,39.6326909475235,1811602.125
2642,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeOH,71.1662163117527,16786116.0
2643,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,62.5901003557028,2770339.25
2644,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,59.7110836286512,12709405.0
2645,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,67.6795977368238,2842319.0
2646,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,69.0477404859142,10195977.0
2647,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,60.6183333793201,2698375.5
2648,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,27.7396473154882,3521985.0
2649,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,53.6436856390168,2097044.0
2650,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,11.9457969558481,1194812.625
2651,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,0.527912468979002,111334.46875
2653,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,44.8044602309298,1808624.875
2654,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeOH,77.9213130159205,17072824.0
2655,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,63.7659041002719,2536426.5
2656,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeOH,69.8122924346663,14595763.0
2657,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeOH,71.5889678993942,1613140.375
2658,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeOH,58.8569154275866,8624112.0
2659,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeOH,51.5657854887724,2652522.5
2660,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeOH,25.8919720932694,4404483.5
2661,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeOH,58.4537356209573,160651.328125
2662,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeOH,9.51186412103616,976685.875
2663,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeOH,1.32221975332034,1258174.375
2665,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeOH,29.0959427043556,2157624.25
2666,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeOH,53.8966504380561,11768155.0
2667,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeOH,52.8178409893278,2487945.5
2668,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeOH,23.644544523272,5949776.5
2669,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeOH,56.6968894834854,1016922.3125
2670,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeOH,58.1758364883022,9788770.0
2671,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeOH,24.9802345450057,601585.9375
2672,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeOH,14.4094099422302,1128955.75
2673,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeOH,17.110177326432,45462.171875
2674,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeOH,10.5162253126458,493358.3125
2675,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeOH,3.8192236461343,872160.9375
2689,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,1.19940381668157,88180.6484375
2690,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,MeCN,18.9358380514993,3642678.0
2691,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,4.01656971553394,187079.34375
2692,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,16.4746680143826,2898778.5
2693,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,2.61503867571083,209171.25
2694,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,15.972671252428,2105361.75
2695,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,41.8980306254446,2246021.5
2696,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,18.0216477223819,3872461.75
2697,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,56.6571611094779,2560286.25
2698,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,19.4068857750423,2851658.75
2699,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,1.25178380347857,87661.7890625
2701,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,10.725525147372,546043.125
2702,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,MeCN,14.7391704665241,2530264.5
2703,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,11.2240659899822,503893.5
2704,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,12.7952766120511,2651674.5
2705,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,6.60643327015147,289064.84375
2706,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,12.9334697609275,1841369.875
2707,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,76.924402688556,3549546.0
2708,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,14.4444780962046,1918508.875
2709,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,76.6092540402725,3358542.5
2710,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,22.1319989243227,1468180.375
2711,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,5.81714326273182,275015.53125
2713,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,9.98495479326621,454324.21875
2714,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,MeCN,13.8859858217239,2183900.0
2715,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,7.66360081007827,400339.0
2716,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,13.9159300193246,3575967.25
2717,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,7.79520587587677,333702.71875
2718,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,15.1621150809192,2610446.75
2719,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,72.088283247455,3319578.25
2720,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,16.6412766979627,2410753.5
2721,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeCN,77.7775757863656,3982548.5
2722,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeCN,22.9215706950641,1731726.875
2723,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeCN,0.944095392622653,524226.03125
2725,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeCN,8.7309276280328,544688.25
2726,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeCN,14.0167754065969,2433953.5
2727,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,9.67931777294212,504985.9375
2728,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,12.5452894223222,2918980.75
2729,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,5.78692333912203,305768.9375
2730,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,15.4669586680189,3041424.25
2731,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,69.4164078627972,3583373.0
2732,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,15.4927837625559,2499095.5
2733,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,68.0519218040055,3281027.75
2734,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,21.1958606695324,1674350.25
2735,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,0.9579968292291,325012.875
2737,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,10.4765812639733,572435.25
2738,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeCN,13.8878617944491,2706245.75
2739,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,8.09157710038664,420507.0625
2740,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,12.1052138263984,3678041.75
2741,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,6.60154057188266,354045.15625
2742,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,12.6420385996347,2132447.5
2743,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,74.5397780882317,3884707.0
2744,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,15.9518092932657,2506381.5
2745,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,81.1725460071156,4330423.0
2746,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,20.7888093170631,1532522.25
2747,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,0.522685148097459,325118.96875
2749,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,12.3907583067565,784774.0625
2750,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeCN,14.6312585960074,1883532.375
2751,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,8.69965651811787,427202.0
2752,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,12.0026121044083,3562773.0
2753,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,7.07575678856054,425001.34375
2754,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,14.5072624201736,2736469.75
2755,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,75.4951621434809,3823223.5
2756,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,14.8935851619062,2418704.0
2757,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,76.5580614420357,4243336.0
2758,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,21.2734668519549,1822305.5
2759,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,5.71184146681234,314134.84375
2761,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,9.27563517498969,540740.6875
2762,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeCN,14.614273933251,2420062.75
2763,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,10.1281453773855,565275.4375
2764,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,11.6013487285606,3439262.75
2765,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,5.9292821927916,372704.96875
2766,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,14.4378254779288,2662217.5
2767,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,72.118145583544,3812420.25
2768,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,14.3133366151467,2530022.75
2769,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,67.7324624045333,3493474.0
2770,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,23.7060297736621,1559505.375
